ref_id,section,bug_description,reported_date,severity,due_date,dev_type,eta,actual,status
QA-722,Phase 10 : Form Lifecycle Task and Notification,One Time ES: Task to complete ES have no Due Date and  expired date in the description displayed as undefined,22/07/2022,Major,,0,0:45,0:40,PASS
QA-723,Phase 03 : Employability Survey Detail,Table: Filter and sorting in column status is not working yet [Front End],25/07/2022,Moderate,,0,0:40,3:50,PASS
QA-724,Phase 05 : Employability Survey ES Result Table,ES status is Not Sent but in table the button for reminder already displayed. It is more make sense if the button reminder displayed after the status is Sent,25/07/2022,Moderate,,0,0:50,0:40,PASS
QA-725,Phase 05 : Employability Survey ES Result Table,Column school Filter: it stil display list of all school in the platform. it must only display list of school for the title and class selected,25/07/2022,Moderate,,0,0:40,0:40,PASS
QA-726,Phase 05 : Employability Survey ES Result Table,"We have 2 status column in the ES Parameter table, but we still only have 1 in ES Result table. I think we need to make it the same as in ES parameter, so it is consistent",25/07/2022,Moderate,,0,0:45,1:20,PASS
QA-727,Phase 03 : Employability Survey Detail,"In Employability Survey List Table, Filter on Column Class has to be cascade after filter title",25/07/2022,Moderate,,0,0:45,0:45,PASS
QA-728,Phase 04 : Employability Survey ES Parameters,[Frontend] There is no radio button for Relative Date and Exact Date in the Step 1: ES Parameter for Continuous ES,25/07/2022,Major,,0,4:00,1:20,PASS
QA-729,Phase 04 : Employability Survey ES Parameters,"Add Validation for the Send Date in Continuous ES (Relative Date), the minimum number user can enter is 1, so user cannot enter 0 days after PASS decision",25/07/2022,Major,,0,0:35,0:20,PASS
QA-730,Phase 03 : Employability Survey Detail,"On column Template Selected in Employability Survey Table, if the continuous is using same template, it should not displayed multiple times in the table.",25/07/2022,Moderate,,0,0:30,1:04,PASS
QA-731,Phase 05 : Employability Survey ES Result Table,"When user click sent to student and the ES has been sent, the status of ES is not directly changed to ""Published"", need to refresh the page first then the status will change from Unpublish to Published
(test case: using One Time ES)",25/07/2022,Major,,0,0:30,1:00,PASS
QA-732,Phase 01 : Form Builder,"limit recipient as validator to (acad dir, certifier admin, operator)",25/07/2022,Moderate,,0,1:00,0:45,PASS
QA-733,Phase 06 : Employability Survey ES Result Details,"[Frontend] Export: There is error when user want to export ES Result.
Cannot read properties of undefined (reading 'student_responses')",25/07/2022,Major,,0,1:30,,PASS
QA-734,Phase 06 : Employability Survey ES Result Details,Export: The button Export is not active when I select all student in the table using checkbox in column header,25/07/2022,Major,,0,0:30,0:21,PASS
QA-735,Phase 04 : Employability Survey ES Parameters,"Send to student button is displayed again after I add chain ES on the existing ES that is already sent before. Button must be only displayed Once in the beginning, once it Published, the button must be NOT displayed anymore",25/07/2022,Major,,0,0:30,,PASS
QA-736,Phase 04 : Employability Survey ES Parameters,"When there is atlease 1 ES sent to student, the ES Parameter for that ES must be NOT EDITABLE anymore for the Date and Expiration date.

Note: Remove ES button for 2nd and 3rd ES must be not displayed anymore also when that ES already sent to at least 1 student",25/07/2022,Major,,0,0:50,,PASS
QA-737,Phase 10 : Form Lifecycle Task and Notification,"Task complete ES for student. Need a space between The description of task with the due date
 Enquête d'employabilité à completer avant le25/08/2022 ",25/07/2022,Minor,,0,0:50,0:30,PASS
QA-738,Phase 10 : Form Lifecycle Task and Notification,"Task: I think it is better if we can display the student name on the Task description Validate ES so the validator easily notice the task is to validate which student

<Student civ><Student First name><student lastname>: Validate Step of Employability Survey",26/07/2022,Minor,,0,0:50,0:40,PASS
QA-739,Phase 10 : Form Lifecycle Task and Notification,"Task: Click task Revision it redirect the student to wrong url, so the student can see the form",26/07/2022,Blocking,,0,0:50,0:30,PASS
QA-740,Phase 04 : Employability Survey ES Parameters,"One Time: 
Send Date still can select past date",26/07/2022,Minor,,0,,,PASS
QA-741,Phase 10 : Form Lifecycle Task and Notification,"Send Reminder: Need to add spinner when user click on send reminder button. currently there is no spinner, so user can click multiple times before the first process is done",27/07/2022,Major,,0,0:30,0:18,PASS
QA-742,Phase 02 : Employability Survey Creation,List of Employability Survey table: cannot filter on column template selected. it seems the dropdown list still taking on the list of questionniare tools,27/07/2022,Moderate,,0,0:30,0:32,PASS
QA-743,Phase 10 : Form Lifecycle Task and Notification,"Form filling: Field is not mandatory but have warning message from form builder. if the user did not complete it, it block the user to submit. it seems count as mandatory",27/07/2022,Blocking,,0,1:20,1:17,PASS
QA-744,Phase 10 : Form Lifecycle Task and Notification,"Form filling: Step with Final message. the header of the sumary is not displaying text that supposed to be. instead it display text like /* * CKEditor 5 (v30.0.0) content styles. * Generated on Tue, 12 Oct 2021 12:30:17 GMT. * For more information, check out https://ckeditor.com/docs/ckeditor5/latest/builds/guides/integration/content-",27/07/2022,Major,,0,0:40,0:23,PASS
QA-745,Phase 10 : Form Lifecycle Task and Notification,[Front End] Form builder: customer need to have answer type Continous study on the form builder,27/07/2022,Blocking,,0,,,NAB
QA-746,Phase 05 : Employability Survey ES Result Table,"There is error TypeError: Cannot set properties of undefined (setting 'status')
Veuillez alerter l'administration when I try to filter column ES 2",27/07/2022,Major,,0,0:40,0:34,PASS
QA-747,Phase 01 : Form Builder,"Notification and message: when I create a notification template, I cannot move to other part of the text by clicking using mouse. i can only navigate using arrow keyboard",27/07/2022,Moderate,,0,0:50,1:30,PASS
QA-748,Phase 04 : Employability Survey ES Parameters,"When user change the ES name, it won't change on the title of the page
link screenshot",27/07/2022,Minor,,0,0:45,0:35,PASS
QA-749,,"When I click the search field in school column, I cannot see the drop down list of schools in full sentence because it got cut  
video link: hhttps://drive.google.com/file/d/1j6IE8jGT8163COgK-tOLnZGYcKXAZ_6B/view?usp=sharing",28/07/2022,Moderate,,0,0:25,0:20,PASS
QA-750,Phase 04 : Employability Survey ES Parameters,"[Front End] Employability survey name is not unique, I can create a a ES template with the name that already exist in List of ES table : Add Sweet Alert telling user the name of the process is already used",28/07/2022,Moderate,,0,0:40,0:40,PASS
QA-751,,"I notice when ES is sent to student the color is RED, it supposed to be Yellow (sent to student) for RED color it should be for when ES is rejected by validator
video click here

Spec doc here",28/07/2022,Moderate,,0,0:45,0:40,PASS
QA-752,Phase 10 : Form Lifecycle Task and Notification,Add ES Process name in Tasks in Complete Employability Survey,28/07/2022,Moderate,,0,1:00,0:38,PASS
QA-753,Phase 10 : Form Lifecycle Task and Notification,Parsing on Dashboard -> Recent Mail for custom mail has CKEditor commented code,28/07/2022,Moderate,,0,0:45,0:35,PASS
QA-754,Phase 04 : Employability Survey ES Parameters,"[Frontend] User able to click ""Sent to Student"" Multiple times in continous ES and they will get multiple tasks and notif for the same ES Process",29/07/2022,Major,,0,0:45,0:45,PASS
QA-755,Phase 01 : Form Builder,Remove router toggle if the step set as a Final Step,29/07/2022,Moderate,,0,0:35,2:00,PASS
QA-756,Phase 01 : Form Builder,"[Frontend] When the ES Template is already publish and sent to student, the form template that used in the ES Template cannot be unpublished (on the form builder)

=> Display a swal when error from QA-094 is displayed",29/07/2022,Major,,0,0:35,0:27,PASS
QA-757,Phase 04 : Employability Survey ES Parameters,"After user edit the ES Parameter and move to ES Result or Leave, there is no SWAL to save the change display",29/07/2022,Moderate,,0,0:40,0:35,PASS
QA-758,Phase 02 : Employability Survey Creation,"I can't search in the Survey Name and Template Name column without accent, and when I type slice (/) in the Survey Name column, the data in the search field is deleted.",01/08/2022,Moderate,08/04/2022,0,0:45,1:10,PASS
QA-759,Phase 10 : Form Lifecycle Task and Notification,There is SWAL error display when I try to search 'ADMTC' in Assigned to column,08/02/2022,Major,08/04/2022,0,0:50,0:50,PASS
QA-760,Phase 07 : Student Card Employability Survey,"After I reject the step as validator, the ES status and ES status card is Completed by Student not Rejected by Validator.",08/02/2022,Moderate,08/08/2022,0,0:45,0:30,PASS
QA-761,Phase 07 : Student Card Employability Survey,"The Send Date in the Student Card is populated from the Send Date in the ES Parameter, not when the ES is sent to the student",08/02/2022,Moderate,08/04/2022,0,1:00,0:32,PASS
QA-762,Phase 08 : Student UI Employability Survey,"One Time
There is a SWAL error display when I click the Employability Survey sub-menu in Student UI",08/03/2022,Major,08/04/2022,0,1:30,1:25,PASS
QA-763,Phase 02 : Employability Survey Creation,"One Time
When user make the ES from the Student Table and click the switch, the Sent to Student button is hidden.",08/03/2022,Major,08/04/2022,0,0:45,1:02,PASS
QA-764,Phase 03 : Employability Survey Detail,"UI : Remove hover cursor pointer on table of Employability survey in column  Survey Name, Title, and Class

Pointer(hand cursor) is used when its clickable, but survey name, title and class are not clickable.",08/04/2022,Minor,08/04/2022,0,0:25,0:11,PASS
QA-765,Phase 03 : Employability Survey Detail,"UI : Add tooltip in dropdown panel on Employability Survey in Columns : 
- Title
- Class
- Template Selected 
- Survey Type",08/04/2022,Minor,08/04/2022,0,0:25,0:18,PASS
QA-766,Phase 04 : Employability Survey ES Parameters,UI : Panel on filter in student table parameter to be below of the input as currently panel is  overlapping with user input,08/04/2022,Minor,08/04/2022,0,0:25,0:12,PASS
QA-767,Phase 04 : Employability Survey ES Parameters,"Functionality : [FrontEnd] In One Time ES, Student receives the ES, but in ES Parameter student table, said student still can be excluded. (If student already received ES, they cannot be excluded  anymore)",08/04/2022,Blocking,08/04/2022,0,1:00,0:59,PASS
QA-768,Phase 04 : Employability Survey ES Parameters,UI: Add tooltip in Student table in Step 1: ES Parameter in Include column,08/04/2022,Minor,08/04/2022,0,0:25,0:25,PASS
QA-769,Phase 04 : Employability Survey ES Parameters,"One Time: Add Filter for Included column:
- All
- Sent to student 
- Included 
- Excluded

Add Sorting:
- Included
- Not Included
- Sent to Student

based on this spec doc",08/04/2022,Major,08/05/2022,0,0:45,0:30,PASS
QA-770,Phase 04 : Employability Survey ES Parameters,"One Time: after user click on send to student button, don't hidden the button, make it become inactivate and will Only active if there is new student included. 
based on this spec doc",08/04/2022,Blocking,08/05/2022,0,0:45,0:45,PASS
QA-771,Phase 02 : Employability Survey Creation,"In the create ES pop up and there is an sweet alert error, after the sweet alert error closed, it should be redirect back to create ES pop up ",08/04/2022,Moderate,08/04/2022,0,0:35,0:24,PASS
QA-772,Phase 02 : Employability Survey Creation,"In the create ES pop up, for RNCP Title field, show RNCP Title that only have student in the dropdown ",08/04/2022,Moderate,,0,0:45,0:30,PASS
QA-773,Phase 02 : Employability Survey Creation,In the ES pop up add asterisk symbol for the mandatory field and warning message if user left empty the field,08/04/2022,Moderate,08/04/2022,0,0:45,0:45,PASS
